PlayerID	SessionID	ChoiceClickCount	ChoiceClickCount-Action	IdleState15	IdleState15-Count	PlayerAttributes	SkillSequenceCount	SkillSequenceCount-Event Sequence	TextClickCount	lvl1_LevelStoryAlignment	lvl2_LevelStoryAlignment	lvl3_LevelStoryAlignment	lvl4_LevelStoryAlignment	lvl5_LevelStoryAlignment	lvl6_LevelStoryAlignment
null	23022811060441050	1	1	0:00:00	0	null	0	[]	0	0	0	0	0	0	0
null	23022811073927102	1	1	0:00:00	0	null	0	[]	0	0	0	0	0	0	0
null	23022811101711648	1	1	0:00:00	0	null	0	[]	0	0	0	0	0	0	0
null	23022811140278186	1	1	0:01:38.772000	1	null	0	[]	0	0	0	0	0	0	0
null	23022811193028382	2	2	0:00:00	0	null	0	[]	9	0	0	0	0	0	0
null	23022811295669712	2	2	0:00:00	0	null	0	[]	9	0	0	0	0	0	0
null	23022811315957896	1	1	0:00:00	0	null	0	[]	0	0	0	0	0	0	0
null	23022811324287329	1	1	0:00:00	0	null	0	[]	0	0	0	0	0	0	0
null	23022811345592331	1	1	0:00:00	0	null	0	[]	0	0	0	0	0	0	0
null	23022811365242944	1	1	0:00:00	0	null	0	[]	0	0	0	0	0	0	0
null	23022811380917256	1	1	0:00:00	0	null	0	[]	0	0	0	0	0	0	0
null	23022811391926029	28	26	0:53:41.076000	10	null	3	[{"skill": "ENDURANCE : 0\nRESOURCEFUL : 1\nTECH : 1\nSOCIAL : 0\nTRUST : 0\nRESEARCH : 0\n", "time": "2023-02-28 17:55:37", "index": 0}, {"skill": "ENDURANCE : 0\nRESOURCEFUL : 1\nTECH : 0\nSOCIAL : 1\nTRUST : 1\nRESEARCH : 0\n", "time": "2023-02-28 18:24:28", "index": 1}, {"skill": "ENDURANCE : 0\nRESOURCEFUL : 0\nTECH : 0\nSOCIAL : 0\nTRUST : 1\nRESEARCH : 0\n", "time": "2023-02-28 18:27:05", "index": 2}]	82	0	0	0	0	0	0
null	23022811394145174	2	2	0:00:00	0	null	0	[]	5	0	0	0	0	0	0
null	23022811415930278	2	2	0:00:00	0	null	0	[]	9	0	0	0	0	0	0
null	23022811471814686	1	1	0:00:00	0	null	0	[]	0	0	0	0	0	0	0
null	23022811492755232	1	1	0:00:00	0	null	0	[]	0	0	0	0	0	0	0
null	23022811543455837	1	1	0:00:00	0	null	0	[]	0	0	0	0	0	0	0
null	23022811570869496	1	1	0:00:00	0	null	0	[]	0	0	0	0	0	0	0
null	23022812394161100	1	1	0:00:00	0	null	0	[]	0	0	0	0	0	0	0
null	23022812454019301	0	0	0:00:00	0	null	0	[]	0	0	0	0	0	0	0
null	23022814083853301	1	1	0:00:00	0	[1,2,1,2,1,1]	0	[]	3	0	0	0	0	0	0
null	23022814091443686	5	5	0:00:00	0	[1,1,1,1,1,1]	0	[]	14	0	0	0	0	0	0
null	23022815501931325	14	11	0:00:00	0	[1,2,2,2,1,2]	2	[{"skill": "{\"Research\":0,\"Resourceful\":1,\"Endurance\":0,\"Tech\":1,\"Social\":0,\"Trust\":0}", "time": "2023-02-28 21:51:02", "index": 0}, {"skill": "{\"Research\":0,\"Resourceful\":0,\"Endurance\":1,\"Tech\":0,\"Social\":0,\"Trust\":1}", "time": "2023-02-28 21:51:23", "index": 1}]	27	0	0	0	0	0	0
null	23022815515222407	11	8	0:00:00	0	[2,1,3,1,1,2]	3	[{"skill": "{\"Research\":1,\"Resourceful\":0,\"Endurance\":0,\"Tech\":0,\"Social\":0,\"Trust\":0}", "time": "2023-02-28 21:52:15", "index": 0}, {"skill": "{\"Research\":0,\"Resourceful\":0,\"Endurance\":1,\"Tech\":0,\"Social\":0,\"Trust\":0}", "time": "2023-02-28 21:52:28", "index": 1}, {"skill": "{\"Research\":0,\"Resourceful\":0,\"Endurance\":1,\"Tech\":0,\"Social\":0,\"Trust\":1}", "time": "2023-02-28 21:52:36", "index": 2}]	17	0	0	0	0	0	0
null	23022815532096388	13	10	0:00:00	0	[2,1,3,1,1,2]	3	[{"skill": "{\"Research\":1,\"Resourceful\":0,\"Endurance\":0,\"Tech\":0,\"Social\":0,\"Trust\":0}", "time": "2023-02-28 21:53:44", "index": 0}, {"skill": "{\"Research\":0,\"Resourceful\":0,\"Endurance\":1,\"Tech\":0,\"Social\":0,\"Trust\":0}", "time": "2023-02-28 21:53:56", "index": 1}, {"skill": "{\"Research\":0,\"Resourceful\":0,\"Endurance\":1,\"Tech\":0,\"Social\":0,\"Trust\":1}", "time": "2023-02-28 21:54:04", "index": 2}]	18	0	0	0	0	0	0
null	23022815545376641	12	9	0:00:00	0	[2,1,3,1,1,2]	3	[{"skill": "{\"Research\":1,\"Resourceful\":0,\"Endurance\":0,\"Tech\":0,\"Social\":0,\"Trust\":0}", "time": "2023-02-28 21:55:16", "index": 0}, {"skill": "{\"Research\":0,\"Resourceful\":0,\"Endurance\":1,\"Tech\":0,\"Social\":0,\"Trust\":0}", "time": "2023-02-28 21:55:26", "index": 1}, {"skill": "{\"Research\":0,\"Resourceful\":0,\"Endurance\":1,\"Tech\":0,\"Social\":0,\"Trust\":1}", "time": "2023-02-28 21:55:37", "index": 2}]	18	0	0	0	0	0	0
null	23022816134663460	0	0	0:00:00	0	[1,1,1,1,1,1]	0	[]	0	0	0	0	0	0	0
null	23022816144285136	9	9	0:00:00	0	[1,1,2,1,1,2]	1	[{"skill": "{\"Research\":0,\"Resourceful\":0,\"Endurance\":1,\"Tech\":0,\"Social\":0,\"Trust\":1}", "time": "2023-02-28 22:15:03", "index": 0}]	20	0	0	0	0	0	0
null	23030211241937578	2	2	0:01:11.359000	2	[1,1,1,1,1,1]	0	[]	6	0	0	0	0	0	0
null	23030416544790235	29	23	0:01:24.109000	3	[5,5,3,4,4,5]	2	[{"skill": "{\"Research\":0,\"Resourceful\":0,\"Endurance\":0,\"Tech\":0,\"Social\":0,\"Trust\":1}", "time": "2023-03-04 22:57:15", "index": 0}, {"skill": "{\"Research\":1,\"Resourceful\":1,\"Endurance\":0,\"Tech\":0,\"Social\":0,\"Trust\":0}", "time": "2023-03-04 22:57:56", "index": 1}]	64	0	0	0	0	0	0
null	23030417081639468	36	24	0:02:05.028000	4	[4,4,4,4,4,4]	3	[{"skill": "{\"Research\":0,\"Resourceful\":0,\"Endurance\":0,\"Tech\":0,\"Social\":0,\"Trust\":1}", "time": "2023-03-04 23:09:07", "index": 0}, {"skill": "{\"Research\":1,\"Resourceful\":1,\"Endurance\":0,\"Tech\":0,\"Social\":0,\"Trust\":0}", "time": "2023-03-04 23:09:46", "index": 1}, {"skill": "{\"Research\":0,\"Resourceful\":0,\"Endurance\":0,\"Tech\":0,\"Social\":0,\"Trust\":-1}", "time": "2023-03-04 23:10:11", "index": 2}]	95	0	0	0	0	0	0
null	23030417313854900	31	23	0:08:57.361000	2	[5,5,4,4,4,4]	2	[{"skill": "{\"Research\":1,\"Resourceful\":0,\"Endurance\":0,\"Tech\":0,\"Social\":0,\"Trust\":0}", "time": "2023-03-04 23:33:47", "index": 0}, {"skill": "{\"Research\":1,\"Resourceful\":1,\"Endurance\":0,\"Tech\":0,\"Social\":0,\"Trust\":0}", "time": "2023-03-04 23:34:17", "index": 1}]	71	0	0	0	0	0	0
null	23030417535481603	38	25	0:06:17.382000	4	[4,4,3,3,3,4]	2	[{"skill": "{\"Research\":0,\"Resourceful\":0,\"Endurance\":0,\"Tech\":0,\"Social\":0,\"Trust\":1}", "time": "2023-03-04 23:55:38", "index": 0}, {"skill": "{\"Research\":1,\"Resourceful\":1,\"Endurance\":0,\"Tech\":0,\"Social\":0,\"Trust\":0}", "time": "2023-03-04 23:56:17", "index": 1}]	96	0	0	0	0	0	0
null	23030418094914219	38	29	0:11:42.855000	5	[4,1,3,1,1,1]	4	[{"skill": "{\"Research\":1,\"Resourceful\":0,\"Endurance\":0,\"Tech\":0,\"Social\":0,\"Trust\":0}", "time": "2023-03-05 00:10:19", "index": 0}, {"skill": "{\"Research\":0,\"Resourceful\":0,\"Endurance\":1,\"Tech\":0,\"Social\":0,\"Trust\":0}", "time": "2023-03-05 00:10:53", "index": 1}, {"skill": "{\"Research\":2,\"Resourceful\":0,\"Endurance\":0,\"Tech\":0,\"Social\":0,\"Trust\":0}", "time": "2023-03-05 00:12:04", "index": 2}, {"skill": "{\"Research\":0,\"Resourceful\":0,\"Endurance\":1,\"Tech\":0,\"Social\":0,\"Trust\":0}", "time": "2023-03-05 00:13:58", "index": 3}]	88	0	0	0	0	0	0
null	23030418253539548	30	22	0:01:16.153000	4	[6,4,3,3,3,4]	2	[{"skill": "{\"Research\":1,\"Resourceful\":0,\"Endurance\":0,\"Tech\":0,\"Social\":0,\"Trust\":0}", "time": "2023-03-05 00:26:43", "index": 0}, {"skill": "{\"Research\":1,\"Resourceful\":1,\"Endurance\":0,\"Tech\":0,\"Social\":0,\"Trust\":0}", "time": "2023-03-05 00:27:29", "index": 1}]	72	0	0	0	0	0	0
null	23030418362404469	31	23	0:01:08.028000	1	[5,6,5,4,5,6]	2	[{"skill": "{\"Research\":0,\"Resourceful\":0,\"Endurance\":0,\"Tech\":0,\"Social\":0,\"Trust\":1}", "time": "2023-03-05 00:37:00", "index": 0}, {"skill": "{\"Research\":1,\"Resourceful\":1,\"Endurance\":0,\"Tech\":0,\"Social\":0,\"Trust\":0}", "time": "2023-03-05 00:37:38", "index": 1}]	71	0	0	0	0	0	0
null	23030418410874948	1	1	0:01:01.823000	2	[1,1,1,1,1,1]	0	[]	17	0	0	0	0	0	0
null	23030418510682913	27	22	0:24:23.771000	13	[1,1,1,1,0,1]	1	[{"skill": "{\"Research\":0,\"Resourceful\":0,\"Endurance\":0,\"Tech\":0,\"Social\":-1,\"Trust\":0}", "time": "2023-03-05 01:17:21", "index": 0}]	76	0	0	0	0	0	0
null	23030419202398933	28	22	0:02:21.310000	3	[1,1,1,1,0,1]	1	[{"skill": "{\"Research\":0,\"Resourceful\":0,\"Endurance\":0,\"Tech\":0,\"Social\":-1,\"Trust\":0}", "time": "2023-03-05 01:26:19", "index": 0}]	78	0	0	0	0	0	0
null	23030419302492263	15	11	0:11:57.031000	5	[1,1,1,1,1,1]	0	[]	40	0	0	0	0	0	0
null	23030420083606227	28	24	0:29:16.815000	13	[4,4,4,4,5,5]	0	[]	57	0	0	0	0	0	0
null	23030421222620322	44	35	0:39:28.454000	13	[1,1,1,4,1,1]	0	[]	90	0	0	0	0	0	0
null	23030422075351563	40	29	0:11:01.318000	7	[4,4,4,4,4,3]	2	[{"skill": "{\"Research\":0,\"Resourceful\":0,\"Endurance\":0,\"Tech\":0,\"Social\":0,\"Trust\":-2}", "time": "2023-03-05 04:15:28", "index": 0}, {"skill": "{\"Research\":0,\"Resourceful\":0,\"Endurance\":0,\"Tech\":0,\"Social\":0,\"Trust\":1}", "time": "2023-03-05 04:15:40", "index": 1}]	96	0	0	0	0	0	0
null	23030422233263722	70	54	0:22:06.359000	18	[1,1,3,1,1,1]	1	[{"skill": "{\"Research\":0,\"Resourceful\":0,\"Endurance\":2,\"Tech\":0,\"Social\":0,\"Trust\":0}", "time": "2023-03-05 04:53:00", "index": 0}]	182	0	0	0	0	0	0
null	23030422535437095	8	8	0:01:30.227000	4	[4,5,7,5,5,5]	1	[{"skill": "{\"Research\":0,\"Resourceful\":0,\"Endurance\":2,\"Tech\":0,\"Social\":0,\"Trust\":0}", "time": "2023-03-05 05:36:55", "index": 0}]	34	0	0	0	0	0	0
null	23030423383259692	0	0	0:00:54.876000	2	[1,1,1,1,1,1]	0	[]	4	0	0	0	0	0	0
null	23030500015457384	58	47	0:16:40.661000	19	[5,6,8,8,6,6]	4	[{"skill": "{\"Research\":0,\"Resourceful\":0,\"Endurance\":0,\"Tech\":2,\"Social\":0,\"Trust\":0}", "time": "2023-03-05 06:03:12", "index": 0}, {"skill": "{\"Research\":0,\"Resourceful\":0,\"Endurance\":1,\"Tech\":0,\"Social\":0,\"Trust\":0}", "time": "2023-03-05 06:15:11", "index": 1}, {"skill": "{\"Research\":0,\"Resourceful\":0,\"Endurance\":1,\"Tech\":0,\"Social\":0,\"Trust\":0}", "time": "2023-03-05 06:19:34", "index": 2}, {"skill": "{\"Research\":0,\"Resourceful\":0,\"Endurance\":0,\"Tech\":0,\"Social\":1,\"Trust\":0}", "time": "2023-03-05 06:19:35", "index": 3}]	178	0	0	0	0	0	0
null	23030500293304010	91	77	0:10:07.067000	13	[5,6,6,8,5,7]	1	[{"skill": "{\"Research\":0,\"Resourceful\":0,\"Endurance\":0,\"Tech\":0,\"Social\":0,\"Trust\":1}", "time": "2023-03-05 06:30:11", "index": 0}]	209	0	0	0	0	0	0
null	23030500473176253	0	0	0:00:00	0	[5,6,6,8,5,7]	0	[]	13	0	0	0	0	0	0
null	23030510580309098	37	24	0:01:40.077000	2	[4,2,1,1,1,0]	4	[{"skill": "{\"Research\":1,\"Resourceful\":0,\"Endurance\":0,\"Tech\":0,\"Social\":0,\"Trust\":0}", "time": "2023-03-05 17:00:13", "index": 0}, {"skill": "{\"Research\":1,\"Resourceful\":1,\"Endurance\":0,\"Tech\":0,\"Social\":0,\"Trust\":0}", "time": "2023-03-05 17:00:50", "index": 1}, {"skill": "{\"Research\":0,\"Resourceful\":0,\"Endurance\":0,\"Tech\":0,\"Social\":0,\"Trust\":-1}", "time": "2023-03-05 17:01:05", "index": 2}, {"skill": "{\"Research\":1,\"Resourceful\":0,\"Endurance\":0,\"Tech\":0,\"Social\":0,\"Trust\":0}", "time": "2023-03-05 17:01:45", "index": 3}]	94	0	0	0	0	0	0
null	23030511081687503	15	7	0:00:00	0	[4,2,1,1,1,0]	1	[{"skill": "{\"Research\":1,\"Resourceful\":0,\"Endurance\":0,\"Tech\":0,\"Social\":0,\"Trust\":0}", "time": "2023-03-05 17:08:57", "index": 0}]	33	0	0	0	0	0	0
null	23030511164216880	42	27	0:00:00	0	[4,2,1,1,1,1]	3	[{"skill": "{\"Research\":1,\"Resourceful\":0,\"Endurance\":0,\"Tech\":0,\"Social\":0,\"Trust\":0}", "time": "2023-03-05 17:17:12", "index": 0}, {"skill": "{\"Research\":1,\"Resourceful\":1,\"Endurance\":0,\"Tech\":0,\"Social\":0,\"Trust\":0}", "time": "2023-03-05 17:17:33", "index": 1}, {"skill": "{\"Research\":1,\"Resourceful\":0,\"Endurance\":0,\"Tech\":0,\"Social\":0,\"Trust\":0}", "time": "2023-03-05 17:18:54", "index": 2}]	103	0	0	0	0	0	0
null	23030614524106339	21	17	0:00:27.209000	1	[1,1,1,1,1,1]	0	[]	52	0	0	0	0	0	0
null	23030617520219529	0	0	0:00:00	0	[3,2,1,1,1,1]	0	[]	0	0	0	0	0	0	0
null	23030618360954707	1	1	0:00:00	0	[1,1,1,1,1,1]	0	[]	2	0	0	0	0	0	0
null	23030618370714972	1	1	0:00:00	0	[1,1,1,1,1,1]	0	[]	2	0	0	0	0	0	0
null	23030618373716777	1	1	0:00:00	0	[1,1,1,1,1,1]	0	[]	3	0	0	0	0	0	0
null	23030618381287733	1	1	0:00:00	0	[1,1,1,1,1,1]	0	[]	2	0	0	0	0	0	0
null	23030618385179105	1	1	0:00:00	0	[1,1,1,1,1,1]	0	[]	3	0	0	0	0	0	0
null	23030618443859868	1	1	0:00:00	0	[1,1,1,1,1,1]	0	[]	2	0	0	0	0	0	0
null	23030618465987620	1	1	0:00:00	0	[1,1,1,1,1,1]	0	[]	2	0	0	0	0	0	0
null	23030618494000189	1	1	0:00:00	0	[1,1,1,1,1,1]	0	[]	2	0	0	0	0	0	0
null	23030618515225556	1	1	0:00:00	0	[1,1,1,1,1,1]	0	[]	5	0	0	0	0	0	0
null	23030619305205789	4	3	0:00:00	0	[1,1,3,1,1,1]	0	[]	7	0	0	0	0	0	0
null	23030619315647674	1	1	0:00:00	0	[1,1,1,1,1,1]	0	[]	6	0	0	0	0	0	0
null	23030619400394127	0	0	0:00:00	0	[1,1,1,1,1,1]	0	[]	0	0	0	0	0	0	0
null	23030619401813485	3	3	0:00:00	0	[1,1,1,1,1,1]	0	[]	7	0	0	0	0	0	0
null	23030619405011063	3	3	0:00:00	0	[1,1,1,1,1,1]	0	[]	7	0	0	0	0	0	0
null	23030619412675331	3	3	0:00:00	0	[1,1,1,1,1,1]	0	[]	7	0	0	0	0	0	0
null	23030619415990087	4	4	0:00:00	0	[1,1,1,1,1,1]	0	[]	8	0	0	0	0	0	0
null	23030620273245772	131	100	0:02:02.166000	4	[5,5,5,4,7,5]	1	[{"skill": "{\"Research\":0,\"Resourceful\":0,\"Endurance\":0,\"Tech\":0,\"Social\":1,\"Trust\":0}", "time": "2023-03-07 02:32:28", "index": 0}]	327	0	0	0	0	0	0
null	23030623140509984	5	5	0:00:00	0	[1,1,1,1,1,1]	0	[]	12	0	0	0	0	0	0
null	23030623150408329	0	0	0:00:00	0	[1,1,1,1,1,1]	0	[]	1	0	0	0	0	0	0
null	23030708393558768	4	3	0:02:34.368000	1	[6,5,5,5,6,5]	1	[{"skill": "{\"Research\":1,\"Resourceful\":0,\"Endurance\":0,\"Tech\":0,\"Social\":0,\"Trust\":0}", "time": "2023-03-07 14:41:05", "index": 0}]	21	0	0	0	0	0	0
null	23030709220476193	10	10	0:00:00	0	[1,1,1,1,2,2]	1	[{"skill": "{\"Research\":0,\"Resourceful\":0,\"Endurance\":0,\"Tech\":0,\"Social\":1,\"Trust\":1}", "time": "2023-03-07 15:23:25", "index": 0}]	20	0	0	0	0	0	0
null	23030709232455994	1	1	0:00:00	0	[1,2,1,2,1,1]	1	[{"skill": "{\"Research\":0,\"Resourceful\":1,\"Endurance\":0,\"Tech\":1,\"Social\":0,\"Trust\":0}", "time": "2023-03-07 15:23:53", "index": 0}]	8	0	0	0	0	0	0
null	23030711001852394	0	0	0:00:00	0	[1,1,1,1,1,1]	0	[]	2	0	0	0	0	0	0
null	23030711010714998	28	26	0:03:36.037000	4	[1,2,2,2,2,2]	4	[{"skill": "{\"Research\":0,\"Resourceful\":1,\"Endurance\":0,\"Tech\":1,\"Social\":0,\"Trust\":0}", "time": "2023-03-07 17:03:46", "index": 0}, {"skill": "{\"Research\":0,\"Resourceful\":0,\"Endurance\":1,\"Tech\":0,\"Social\":1,\"Trust\":1}", "time": "2023-03-07 17:04:11", "index": 1}, {"skill": "{\"Research\":0,\"Resourceful\":0,\"Endurance\":0,\"Tech\":0,\"Social\":0,\"Trust\":-1}", "time": "2023-03-07 17:04:49", "index": 2}, {"skill": "{\"Research\":0,\"Resourceful\":0,\"Endurance\":0,\"Tech\":0,\"Social\":0,\"Trust\":1}", "time": "2023-03-07 17:05:47", "index": 3}]	81	0	0	0	0	0	0
